70	sample1_nopolyA_ext70_cluster_6435	chrM	9327	9396	70:1	+	1	chrM	2k_up	7876	9875	+	.	NM_001163773	Gm10222	Gm10222:chrM:9876-10417:+
70	sample1_nopolyA_ext70_cluster_4933	chr5	116162303	116162372	70:1	-	1	chr5	intron	116123206	116174549	-	.	NM_001080808	Ccdc64	Ccdc64:chr5:116099295-116181568:-
70	sample1_nopolyA_ext70_cluster_5871	chr8	116179723	116179792	70:1	+	1	chr8	1k_dn	116179434	116180433	+	.	NM_001048145	4930481F22Rik	4930481F22Rik:chr8:116167113-116179433:+
70	sample1_nopolyA_ext70_cluster_5871	chr8	116179723	116179792	70:1	+	1	chr8	1k_dn	116179434	116180433	+	.	NM_029139	4930481F22Rik	4930481F22Rik:chr8:116167113-116179433:+
70	sample1_nopolyA_ext70_cluster_4287	chr4	116262674	116262743	70:2	+	2	chr4	intron	116261349	116262770	+	.	NM_029868	Gpbp1l1	Gpbp1l1:chr4:116230332-116266487:+
74	sample1_nopolyA_ext70_cluster_4727	chr5	116375714	116375787	4:1|66:2|4:1	+	2	chr5	intron	116375509	116376467	+	.	NM_007708	Cit	Cit:chr5:116295665-116456350:+
70	sample1_nopolyA_ext70_cluster_1910	chr14	116495177	116495246	70:2	+	2	chr14	intron	116187555	116923501	+	.	NM_175500	Gpc5	Gpc5:chr14:115491474-116924400:+
70	sample1_nopolyA_ext70_cluster_3959	chr3	116572797	116572866	70:2	+	2	chr3	intron	116569196	116581151	+	.	NM_001113478	Frrs1	Frrs1:chr3:116562485-116606668:+
70	sample1_nopolyA_ext70_cluster_3959	chr3	116572797	116572866	70:2	+	2	chr3	intron	116569196	116581151	+	.	NM_009146	Frrs1	Frrs1:chr3:116562485-116606668:+
70	sample1_nopolyA_ext70_cluster_5693	chr7	116623822	116623891	70:1	-	1	chr7	intron	116621270	116624439	-	.	NM_181853	Trim66	Trim66:chr7:116592517-116637252:-
70	sample1_nopolyA_ext70_cluster_1133	chr11	116714800	116714869	70:2	-	2	chr11	2k_up	116714409	116716408	-	.	NM_011358	Sfrs2	Sfrs2:chr11:116711211-116714408:-
70	sample1_nopolyA_ext70_cluster_1911	chr14	116764409	116764478	70:1	+	1	chr14	intron	116187555	116923501	+	.	NM_175500	Gpc5	Gpc5:chr14:115491474-116924400:+
70	sample1_nopolyA_ext70_cluster_6410	chr9	116914792	116914861	70:2	-	2	chr9	intron	116868678	116965854	-	.	NM_178660	Rbms3	Rbms3:chr9:116487227-117161597:-
70	sample1_nopolyA_ext70_cluster_4517	chr4	117030824	117030893	70:1	-	1	chr4	intron	116980284	117162193	-	.	NM_025739	Rnf220	Rnf220:chr4:116944069-117169520:-
70	sample1_nopolyA_ext70_cluster_5872	chr8	117060748	117060817	70:1	+	1	chr8	intron	117012905	117203686	+	.	NM_019573	Wwox	Wwox:chr8:116963596-117876608:+
70	sample1_nopolyA_ext70_cluster_3457	chr2	117074111	117074180	70:1	+	1	chr2	2k_up	117073475	117075474	+	.	NM_026620	Fam98b	Fam98b:chr2:117075475-117097276:+
70	sample1_nopolyA_ext70_cluster_5695	chr7	117102224	117102293	70:3	-	3	chr7	intron	117079068	117103587	-	.	NM_021494	Dennd5a	Dennd5a:chr7:117037295-117103936:-
70	sample1_nopolyA_ext70_cluster_5524	chr7	117203264	117203333	70:1	+	1	chr7	2k_up	117203216	117205215	+	.	NM_009281	Zfp143	Zfp143:chr7:117205216-117238906:+
70	sample1_nopolyA_ext70_cluster_6528	chrX	117478510	117478579	70:1	+	1	chrX	exon	117478395	117478978	+	0	NM_001081385	Pcdh11x	Pcdh11x:chrX:117403936-118020059:+
70	sample1_nopolyA_ext70_cluster_6528	chrX	117478510	117478579	70:1	+	1	chrX	CDS	117478441	117478978	+	0	NM_001081385	Pcdh11x	Pcdh11x:chrX:117403936-118020059:+
70	sample1_nopolyA_ext70_cluster_956	chr11	117587677	117587746	70:2	+	2	chr11	intron	117584865	117593481	+	.	NM_198022	Tnrc6c	Tnrc6c:chr11:117515603-117624753:+
70	sample1_nopolyA_ext70_cluster_4518	chr4	117636444	117636513	70:1	-	1	chr4	intron	117632667	117636934	-	.	NM_001161774	St3gal3	St3gal3:chr4:117604758-117807519:-
70	sample1_nopolyA_ext70_cluster_4518	chr4	117636444	117636513	70:1	-	1	chr4	intron	117632667	117636934	-	.	NM_009176	St3gal3	St3gal3:chr4:117604758-117807519:-
70	sample1_nopolyA_ext70_cluster_601	chr10	117643794	117643863	70:1	+	1	chr10	intron	117642935	117643901	+	.	NM_016971	Il22	Il22:chr10:117642020-117647100:+
70	sample1_nopolyA_ext70_cluster_1785	chr13	117796468	117796537	70:5	-	5	chr13	intron	117727589	117812981	-	.	NM_001081009	Parp8	Parp8:chr13:117643631-117814323:-
70	sample1_nopolyA_ext70_cluster_1135	chr11	117828776	117828845	70:6	-	6	chr11	CDS	117827401	117829544	-	0	NM_007707	Socs3	Socs3:chr11:117827401-117830476:-
70	sample1_nopolyA_ext70_cluster_1135	chr11	117828776	117828845	70:6	-	6	chr11	exon	117827401	117829632	-	0	NM_007707	Socs3	Socs3:chr11:117827401-117830476:-
70	sample1_nopolyA_ext70_cluster_112	chr1	117936215	117936284	70:1	+	1	chr1	intron	117811912	117956698	+	.	NM_001077425	Cntnap5a	Cntnap5a:chr1:117581714-118477251:+
70	sample1_nopolyA_ext70_cluster_4729	chr5	118200804	118200873	70:1	+	1	chr5	intron	118198863	118206259	+	.	NM_001114545	Ksr2	Ksr2:chr5:117864009-118213330:+
70	sample1_nopolyA_ext70_cluster_1320	chr12	118356165	118356234	70:1	+	1	chr12	intron	118261342	118400066	+	.	NM_011215	Ptprn2	Ptprn2:chr12:117724193-118516639:+
70	sample1_nopolyA_ext70_cluster_1321	chr12	118385595	118385664	70:1	+	1	chr12	intron	118261342	118400066	+	.	NM_011215	Ptprn2	Ptprn2:chr12:117724193-118516639:+
70	sample1_nopolyA_ext70_cluster_2081	chr14	118420143	118420212	70:2	-	2	chr14	intron	118418016	118433459	-	.	NM_010024	Dct	Dct:chr14:118412012-118451468:-
70	sample1_nopolyA_ext70_cluster_1136	chr11	118433783	118433852	70:1	-	1	chr11	intron	118374719	118471472	-	.	NM_001024931	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1136	chr11	118433783	118433852	70:1	-	1	chr11	intron	118374719	118471472	-	.	NM_001039167	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1136	chr11	118433783	118433852	70:1	-	1	chr11	intron	118374719	118471472	-	.	NM_001039168	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_4731	chr5	118504679	118504748	70:2	+	2	chr5	intron	118503674	118504838	+	.	NM_021344	Tesc	Tesc:chr5:118477833-118511879:+
70	sample1_nopolyA_ext70_cluster_1137	chr11	118504706	118504775	70:1	-	1	chr11	intron	118471513	118531962	-	.	NM_001024931	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1137	chr11	118504706	118504775	70:1	-	1	chr11	intron	118471513	118531962	-	.	NM_001039167	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1137	chr11	118504706	118504775	70:1	-	1	chr11	intron	118471513	118531962	-	.	NM_001039168	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1138	chr11	118551345	118551414	70:1	-	1	chr11	intron	118532068	118672591	-	.	NM_001024931	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1138	chr11	118551345	118551414	70:1	-	1	chr11	intron	118532068	118672591	-	.	NM_001039167	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1138	chr11	118551345	118551414	70:1	-	1	chr11	intron	118532068	118672591	-	.	NM_001039168	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_4936	chr5	118580757	118580826	70:1	-	1	chr5	intron	118578983	118592676	-	.	NM_172721	Fbxw8	Fbxw8:chr5:118514990-118605467:-
70	sample1_nopolyA_ext70_cluster_1613	chr13	118586469	118586538	70:1	+	1	chr13	intron	118445837	118598713	+	.	NM_010408	Hcn1	Hcn1:chr13:118391287-118766064:+
70	sample1_nopolyA_ext70_cluster_1139	chr11	118589388	118589457	70:1	-	1	chr11	intron	118532068	118672591	-	.	NM_001024931	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1139	chr11	118589388	118589457	70:1	-	1	chr11	intron	118532068	118672591	-	.	NM_001039167	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1139	chr11	118589388	118589457	70:1	-	1	chr11	intron	118532068	118672591	-	.	NM_001039168	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_6252	chr9	118614803	118614872	70:1	+	1	chr9	intron	118607593	118678209	+	.	NM_133721	Itga9	Itga9:chr9:118515827-118810121:+
70	sample1_nopolyA_ext70_cluster_1140	chr11	118655624	118655693	70:3	-	3	chr11	intron	118532068	118672591	-	.	NM_001024931	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1140	chr11	118655624	118655693	70:3	-	3	chr11	intron	118532068	118672591	-	.	NM_001039167	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1140	chr11	118655624	118655693	70:3	-	3	chr11	intron	118532068	118672591	-	.	NM_001039168	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1141	chr11	118715098	118715167	70:1	-	1	chr11	intron	118672731	118770617	-	.	NM_001024931	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1141	chr11	118715098	118715167	70:1	-	1	chr11	intron	118672731	118770617	-	.	NM_001039167	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1141	chr11	118715098	118715167	70:1	-	1	chr11	intron	118672731	118770617	-	.	NM_001039168	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1142	chr11	118737056	118737125	70:1	-	1	chr11	intron	118672731	118770617	-	.	NM_001024931	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1142	chr11	118737056	118737125	70:1	-	1	chr11	intron	118672731	118770617	-	.	NM_001039167	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_1142	chr11	118737056	118737125	70:1	-	1	chr11	intron	118672731	118770617	-	.	NM_001039168	D11Bwg0517e	D11Bwg0517e:chr11:118351074-118770886:-
70	sample1_nopolyA_ext70_cluster_5317	chr6	118741738	118741807	70:1	-	1	chr6	intron	118730343	119002618	-	.	NM_001159533	Cacna1c	Cacna1c:chr6:118542315-119146427:-
70	sample1_nopolyA_ext70_cluster_5317	chr6	118741738	118741807	70:1	-	1	chr6	intron	118730343	119002618	-	.	NM_001159534	Cacna1c	Cacna1c:chr6:118542315-119146427:-
70	sample1_nopolyA_ext70_cluster_5317	chr6	118741738	118741807	70:1	-	1	chr6	intron	118730343	119002618	-	.	NM_001159535	Cacna1c	Cacna1c:chr6:118542315-119146427:-
70	sample1_nopolyA_ext70_cluster_5317	chr6	118741738	118741807	70:1	-	1	chr6	intron	118730343	119002618	-	.	NM_009781	Cacna1c	Cacna1c:chr6:118542315-119146427:-
70	sample1_nopolyA_ext70_cluster_5318	chr6	118808368	118808437	70:4	-	4	chr6	intron	118730343	119002618	-	.	NM_001159533	Cacna1c	Cacna1c:chr6:118542315-119146427:-
70	sample1_nopolyA_ext70_cluster_5318	chr6	118808368	118808437	70:4	-	4	chr6	intron	118730343	119002618	-	.	NM_001159534	Cacna1c	Cacna1c:chr6:118542315-119146427:-
70	sample1_nopolyA_ext70_cluster_5318	chr6	118808368	118808437	70:4	-	4	chr6	intron	118730343	119002618	-	.	NM_001159535	Cacna1c	Cacna1c:chr6:118542315-119146427:-
70	sample1_nopolyA_ext70_cluster_5318	chr6	118808368	118808437	70:4	-	4	chr6	intron	118730343	119002618	-	.	NM_009781	Cacna1c	Cacna1c:chr6:118542315-119146427:-
70	sample1_nopolyA_ext70_cluster_5698	chr7	118907960	118908029	70:2	-	2	chr7	intron	118759999	118922826	-	.	NM_173739	Galntl4	Galntl4:chr7:118615175-118923491:-
70	sample1_nopolyA_ext70_cluster_2082	chr14	118924663	118924732	70:3	-	3	chr14	intron	118915811	118925433	-	.	NM_001033336	Abcc4	Abcc4:chr14:118881914-119105441:-
70	sample1_nopolyA_ext70_cluster_2082	chr14	118924663	118924732	70:3	-	3	chr14	intron	118915811	118925433	-	.	NM_001163675	Abcc4	Abcc4:chr14:118881914-119105441:-
70	sample1_nopolyA_ext70_cluster_2082	chr14	118924663	118924732	70:3	-	3	chr14	intron	118915811	118925433	-	.	NM_001163676	Abcc4	Abcc4:chr14:118881914-119105441:-
70	sample1_nopolyA_ext70_cluster_6253	chr9	118940930	118940999	70:1	+	1	chr9	intron	118939371	118942653	+	.	NM_133710	Ctdspl	Ctdspl:chr9:118835654-118953237:+
70	sample1_nopolyA_ext70_cluster_602	chr10	118944621	118944690	70:1	+	1	chr10	intron	118891479	119366956	+	.	NM_133442	Grip1	Grip1:chr10:118891370-119512649:+
70	sample1_nopolyA_ext70_cluster_5319	chr6	118981282	118981351	70:4	-	4	chr6	intron	118730343	119002618	-	.	NM_001159533	Cacna1c	Cacna1c:chr6:118542315-119146427:-
70	sample1_nopolyA_ext70_cluster_5319	chr6	118981282	118981351	70:4	-	4	chr6	intron	118730343	119002618	-	.	NM_001159534	Cacna1c	Cacna1c:chr6:118542315-119146427:-
70	sample1_nopolyA_ext70_cluster_5319	chr6	118981282	118981351	70:4	-	4	chr6	intron	118730343	119002618	-	.	NM_001159535	Cacna1c	Cacna1c:chr6:118542315-119146427:-
70	sample1_nopolyA_ext70_cluster_5319	chr6	118981282	118981351	70:4	-	4	chr6	intron	118730343	119002618	-	.	NM_009781	Cacna1c	Cacna1c:chr6:118542315-119146427:-
70	sample1_nopolyA_ext70_cluster_603	chr10	119068729	119068798	70:3	+	3	chr10	intron	118891479	119366956	+	.	NM_133442	Grip1	Grip1:chr10:118891370-119512649:+
70	sample1_nopolyA_ext70_cluster_604	chr10	119075289	119075358	70:2	+	2	chr10	intron	118891479	119366956	+	.	NM_133442	Grip1	Grip1:chr10:118891370-119512649:+
70	sample1_nopolyA_ext70_cluster_605	chr10	119079263	119079332	70:2	+	2	chr10	intron	118891479	119366956	+	.	NM_133442	Grip1	Grip1:chr10:118891370-119512649:+
70	sample1_nopolyA_ext70_cluster_6044	chr8	119097536	119097605	70:2	-	2	chr8	1k_dn	119097300	119098299	-	.	NM_029441	Cdyl2	Cdyl2:chr8:119098300-119256891:-
70	sample1_nopolyA_ext70_cluster_6414	chr9	119119807	119119876	70:1	-	1	chr9	2k_up	119118224	119120223	-	.	NM_133980	Slc22a13	Slc22a13:chr9:119102103-119118223:-
70	sample1_nopolyA_ext70_cluster_6045	chr8	119131782	119131851	70:1	-	1	chr8	intron	119119080	119147683	-	.	NM_029441	Cdyl2	Cdyl2:chr8:119098300-119256891:-
70	sample1_nopolyA_ext70_cluster_957	chr11	119132511	119132580	70:1	+	1	chr11	intron	119131993	119134183	+	.	NM_001159324	Gaa	Gaa:chr11:119129281-119147012:+
70	sample1_nopolyA_ext70_cluster_957	chr11	119132511	119132580	70:1	+	1	chr11	intron	119131993	119134183	+	.	NM_008064	Gaa	Gaa:chr11:119129281-119147012:+
70	sample1_nopolyA_ext70_cluster_958	chr11	119215299	119215368	70:1	+	1	chr11	2k_up	119214871	119216870	+	.	NM_178743	Slc26a11	Slc26a11:chr11:119216871-119242390:+
70	sample1_nopolyA_ext70_cluster_959	chr11	119215741	119215810	70:1	+	1	chr11	2k_up	119214871	119216870	+	.	NM_178743	Slc26a11	Slc26a11:chr11:119216871-119242390:+
70	sample1_nopolyA_ext70_cluster_606	chr10	119310658	119310727	70:1	+	1	chr10	intron	118891479	119366956	+	.	NM_133442	Grip1	Grip1:chr10:118891370-119512649:+
70	sample1_nopolyA_ext70_cluster_606	chr10	119310658	119310727	70:1	+	1	chr10	intron	119256691	119334770	+	.	NM_028736	Grip1	Grip1:chr10:118891370-119512649:+
70	sample1_nopolyA_ext70_cluster_606	chr10	119310658	119310727	70:1	+	1	chr10	intron	119256691	119366956	+	.	NM_130891	Grip1	Grip1:chr10:118891370-119512649:+
70	sample1_nopolyA_ext70_cluster_5320	chr6	119385105	119385174	70:1	-	1	chr6	intron	119383875	119390299	-	.	NM_009525	Wnt5b	Wnt5b:chr6:119382549-119494365:-
70	sample1_nopolyA_ext70_cluster_2083	chr14	119418982	119419051	70:4	-	4	chr14	intron	119418848	119425643	-	.	NM_001081252	Uggt2	Uggt2:chr14:119384207-119498656:-
70	sample1_nopolyA_ext70_cluster_3459	chr2	119425430	119425499	70:1	+	1	chr2	5UTR	119425324	119426478	+	-1	NR_015473	1700020I14Rik	1700020I14Rik:chr2:119420032-119426478:+
70	sample1_nopolyA_ext70_cluster_3459	chr2	119425430	119425499	70:1	+	1	chr2	5UTR	119425324	119426478	+	-1	NR_027832	1700020I14Rik	1700020I14Rik:chr2:119420032-119426478:+
70	sample1_nopolyA_ext70_cluster_3459	chr2	119425430	119425499	70:1	+	1	chr2	exon	119425324	119426478	+	-1	NR_015473	1700020I14Rik	1700020I14Rik:chr2:119420032-119426478:+
70	sample1_nopolyA_ext70_cluster_3459	chr2	119425430	119425499	70:1	+	1	chr2	exon	119425324	119426478	+	-1	NR_027832	1700020I14Rik	1700020I14Rik:chr2:119420032-119426478:+
70	sample1_nopolyA_ext70_cluster_4125	chr3	119429710	119429779	70:3	-	3	chr3	intron	119429124	119443232	-	.	NM_019550	Ptbp2	Ptbp2:chr3:119421660-119486306:-
70	sample1_nopolyA_ext70_cluster_5874	chr8	119466540	119466609	70:3	+	3	chr8	2k_up	119465293	119467292	+	.	NM_177700	Atmin	Atmin:chr8:119467293-119484344:+
70	sample1_nopolyA_ext70_cluster_607	chr10	119469873	119469942	70:1	+	1	chr10	intron	119457163	119472406	+	.	NM_028736	Grip1	Grip1:chr10:118891370-119512649:+
70	sample1_nopolyA_ext70_cluster_607	chr10	119469873	119469942	70:1	+	1	chr10	intron	119457163	119472406	+	.	NM_130891	Grip1	Grip1:chr10:118891370-119512649:+
70	sample1_nopolyA_ext70_cluster_607	chr10	119469873	119469942	70:1	+	1	chr10	intron	119457163	119472406	+	.	NM_133442	Grip1	Grip1:chr10:118891370-119512649:+
70	sample1_nopolyA_ext70_cluster_1914	chr14	119585426	119585495	70:1	+	1	chr14	intron	119538341	120268107	+	.	NM_015820	Hs6st3	Hs6st3:chr14:119537487-120269037:+
70	sample1_nopolyA_ext70_cluster_4293	chr4	119589115	119589184	70:1	+	1	chr4	intron	119487396	119669778	+	.	NM_010657	Hivep3	Hivep3:chr4:119487283-119808016:+
70	sample1_nopolyA_ext70_cluster_1915	chr14	119626637	119626706	70:3	+	3	chr14	intron	119538341	120268107	+	.	NM_015820	Hs6st3	Hs6st3:chr14:119537487-120269037:+
70	sample1_nopolyA_ext70_cluster_3460	chr2	119724168	119724237	70:1	+	1	chr2	intron	119723083	119728341	+	.	NM_013720	Mga	Mga:chr2:119722964-119795317:+
70	sample1_nopolyA_ext70_cluster_4294	chr4	119742328	119742397	70:1	+	1	chr4	intron	119737669	119766568	+	.	NM_010657	Hivep3	Hivep3:chr4:119487283-119808016:+
70	sample1_nopolyA_ext70_cluster_4295	chr4	119793237	119793306	70:1	+	1	chr4	intron	119776460	119795476	+	.	NM_010657	Hivep3	Hivep3:chr4:119487283-119808016:+
70	sample1_nopolyA_ext70_cluster_5875	chr8	119820978	119821047	70:1	+	1	chr8	intron	119781302	119900974	+	.	NM_001163262	4933407C03Rik	4933407C03Rik:chr8:119780919-119985403:+
70	sample1_nopolyA_ext70_cluster_5876	chr8	119822752	119822821	70:1	+	1	chr8	intron	119781302	119900974	+	.	NM_001163262	4933407C03Rik	4933407C03Rik:chr8:119780919-119985403:+
73	sample1_nopolyA_ext70_cluster_5877	chr8	119832451	119832523	2:1|1:36|67:42|2:41|1:6	+	42	chr8	intron	119781302	119900974	+	.	NM_001163262	4933407C03Rik	4933407C03Rik:chr8:119780919-119985403:+
70	sample1_nopolyA_ext70_cluster_6255	chr9	119835476	119835545	70:1	+	1	chr9	exon	119833827	119835697	+	0	NM_026236	Wdr48	Wdr48:chr9:119804013-119835697:+
70	sample1_nopolyA_ext70_cluster_6255	chr9	119835476	119835545	70:1	+	1	chr9	3UTR	119833923	119835697	+	-1	NM_026236	Wdr48	Wdr48:chr9:119804013-119835697:+
70	sample1_nopolyA_ext70_cluster_1916	chr14	119975312	119975381	70:3	+	3	chr14	intron	119538341	120268107	+	.	NM_015820	Hs6st3	Hs6st3:chr14:119537487-120269037:+
70	sample1_nopolyA_ext70_cluster_5142	chr6	120060886	120060955	70:1	+	1	chr6	intron	120043477	120147920	+	.	NM_016718	Ninj2	Ninj2:chr6:120043398-120150356:+
70	sample1_nopolyA_ext70_cluster_1917	chr14	120068010	120068079	70:2	+	2	chr14	intron	119538341	120268107	+	.	NM_015820	Hs6st3	Hs6st3:chr14:119537487-120269037:+
74	sample1_nopolyA_ext70_cluster_1918	chr14	120176799	120176872	2:2|1:9|1:13|66:14|2:12|1:5|1:1	+	14	chr14	intron	119538341	120268107	+	.	NM_015820	Hs6st3	Hs6st3:chr14:119537487-120269037:+
70	sample1_nopolyA_ext70_cluster_3463	chr2	120238396	120238465	70:6	+	6	chr2	intron	120237280	120245093	+	.	NM_172672	Ganc	Ganc:chr2:120229632-120286588:+
70	sample1_nopolyA_ext70_cluster_3464	chr2	120255134	120255203	70:1	+	1	chr2	intron	120254634	120256290	+	.	NM_172672	Ganc	Ganc:chr2:120229632-120286588:+
70	sample1_nopolyA_ext70_cluster_6256	chr9	120274979	120275048	70:1	+	1	chr9	intron	120244859	120297229	+	.	NM_144557	Myrip	Myrip:chr9:120213191-120383952:+
70	sample1_nopolyA_ext70_cluster_5528	chr7	120399482	120399551	70:1	+	1	chr7	intron	120378211	120418139	+	.	NM_007489	Arntl	Arntl:chr7:120350979-120457636:+
70	sample1_nopolyA_ext70_cluster_4526	chr4	120445217	120445286	70:2	-	2	chr4	intron	120441505	120446276	-	.	NM_001048168	Nfyc	Nfyc:chr4:120430040-120504180:-
70	sample1_nopolyA_ext70_cluster_4526	chr4	120445217	120445286	70:2	-	2	chr4	intron	120441505	120446276	-	.	NM_008692	Nfyc	Nfyc:chr4:120430040-120504180:-
70	sample1_nopolyA_ext70_cluster_4527	chr4	120446199	120446268	70:1	-	1	chr4	intron	120441505	120446276	-	.	NM_001048168	Nfyc	Nfyc:chr4:120430040-120504180:-
70	sample1_nopolyA_ext70_cluster_4527	chr4	120446199	120446268	70:1	-	1	chr4	intron	120441505	120446276	-	.	NM_008692	Nfyc	Nfyc:chr4:120430040-120504180:-
70	sample1_nopolyA_ext70_cluster_115	chr1	120524241	120524310	70:3	+	3	chr1	2k_up	120522522	120524521	+	.	NM_023755	Tcfcp2l1	Tcfcp2l1:chr1:120524522-120581745:+
70	sample1_nopolyA_ext70_cluster_3727	chr2	120622308	120622377	70:1	-	1	chr2	intron	120616092	120632494	-	.	NM_001024856	Ttbk2	Ttbk2:chr2:120558552-120676320:-
70	sample1_nopolyA_ext70_cluster_3727	chr2	120622308	120622377	70:1	-	1	chr2	intron	120616092	120632494	-	.	NM_001024857	Ttbk2	Ttbk2:chr2:120558552-120676320:-
70	sample1_nopolyA_ext70_cluster_3727	chr2	120622308	120622377	70:1	-	1	chr2	intron	120616092	120632494	-	.	NM_080788	Ttbk2	Ttbk2:chr2:120558552-120676320:-
70	sample1_nopolyA_ext70_cluster_3728	chr2	120704160	120704229	70:1	-	1	chr2	intron	120702795	120706766	-	.	NM_009461	Ubr1	Ubr1:chr2:120686012-120796451:-
70	sample1_nopolyA_ext70_cluster_1145	chr11	120770172	120770241	70:1	-	1	chr11	intron	120765400	120780786	-	.	NM_027745	Ccdc57	Ccdc57:chr11:120687856-120794186:-
70	sample1_nopolyA_ext70_cluster_353	chr1	120771934	120772003	70:1	-	1	chr1	intron	120764759	120786872	-	.	NM_001081125	Gli2	Gli2:chr1:120730638-120950196:-
70	sample1_nopolyA_ext70_cluster_4528	chr4	120845037	120845106	70:1	-	1	chr4	intron	120843426	120855210	-	.	NM_001081013	Rlf	Rlf:chr4:120817978-120861139:-
70	sample1_nopolyA_ext70_cluster_759	chr10	120858797	120858866	70:1	-	1	chr10	intron	120854249	120913058	-	.	NM_138956	Rassf3	Rassf3:chr10:120847407-120913306:-
70	sample1_nopolyA_ext70_cluster_6415	chr9	120923142	120923211	70:4	-	4	chr9	intron	120875601	120953803	-	.	NM_177589	Ulk4	Ulk4:chr9:120873574-121186290:-
281	sample1_nopolyA_ext70_cluster_4127	chr3	120952659	120952939	1:1|26:2|1:3|4:4|1:6|1:8|2:9|9:10|25:12|1:11|26:10|1:9|2:8|1:10|1:12|1:18|1:20|1:23|1:26|1:28|8:30|6:28|3:29|1:31|3:32|17:33|4:34|21:35|1:33|1:31|1:23|1:19|1:15|1:12|1:9|14:7|3:6|1:4|3:3|13:2|4:3|4:2|62:1	-	48	chr3	intron	120938683	120966091	-	.	NM_178936	Tmem56	Tmem56:chr3:120904928-120966234:-
71	sample1_nopolyA_ext70_cluster_5321	chr6	120960921	120960991	1:4|69:9|1:5	-	9	chr6	intron	120959200	120971200	-	.	NM_153396	Mical3	Mical3:chr6:120957258-121031627:-
